,ranking,rating_vol,rdetails,lnglat,rsubrating,vtype,amenities,details,v_name,rating_cat,gd
0,"[10, 33]",60.0,,"[-115.06332, 36.1191]",{},Hotel_Review,"{'Services': 'Free Parking Banquet Room Self-Serve Laundry Conference Facilities ', 'About the property': 'Pets Allowed ( Dog / Pet Friendly ) ', 'Things to do': 'Pool Hot Tub Fitness Center with Gym / Workout Room ', 'Internet': 'Free Internet Free High Speed Internet ( WiFi ) Public Wifi '}","{'Number of rooms:': '398 ', 'Address:': '3890 S Nellis Blvd, Las Vegas, NV 89121-3116', 'Location:': 'United States | Nevada | Las Vegas', 'Price Range:': '$22 - $32 (Based on Average Rates for a Standard Room)'}",Las Vegas RV Resort,4.0,g45963-d3600552
1,"[209, 267]",63.0,,"[-115.08308, 36.127922]",{},Hotel_Review,"{'Things to do': 'Pool Fitness Center with Gym / Workout Room ', 'About the property': 'Wheelchair access Pets Allowed ( Dog / Pet Friendly ) ', 'Services': 'Free Parking Self-Serve Laundry ', 'In your room': 'Air Conditioning Microwave Refrigerator in room ', 'Internet': 'Public Wifi Free Internet Free High Speed Internet ( WiFi ) ', 'Room types': 'Suites Smoking rooms available Kitchenette Non-Smoking Rooms Family Rooms '}","{'Address:': '4240 Boulder Hwy, Las Vegas, NV 89121-3006 (Formerly Extended Stay America - Las Vegas - Boulder Highway)', 'Location:': 'United States | Nevada | Las Vegas', 'Also Known As:': 'Extended Stayamerica Las Vegas/Boulder Hwy Hotel Las Vegas Extended Stay Las Vegas Extended Stay America Las Vegas Las Vegas Extended Stay ', 'Price Range:': '$47 - $78 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Booking.com, Expedia, Orbitz, Travelocity, Hotwire, Priceline, Odigeo and Hotels.com so you can book your Crossland Economy Studios - Las Vegas - Boulder Highway reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Class:': '2 star — Crossland Economy Studios - Las Vegas - Boulder Highway 2*', 'Number of rooms:': '123'}",Crossland Economy Studios - Las Vegas - Boulder Highway,2.5,g45963-d97850
2,"[197, 267]",100.0,,"[-115.19604, 36.20166]",{},Hotel_Review,"{'Room types': 'Non-Smoking Rooms ', 'Services': 'Free Parking Dry Cleaning Meeting Rooms Banquet Room ', 'About the property': 'Wheelchair access ', 'Things to do': 'Pool Restaurant Bar/Lounge Casino and Gambling ', 'Internet': 'Free Internet '}","{'Address:': '2400 N Rancho Dr, Las Vegas, NV 89130-3314', 'Location:': 'United States | Nevada | Las Vegas', 'Also Known As:': 'Fiesta Rancho Hotel Las Vegas Fiesta Hotel Las Vegas', 'Price Range:': '$50 - $135 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Expedia, Booking.com, Orbitz, Hotwire, Odigeo, Hotels.com, Priceline, Vegas.com and Travelocity so you can book your Fiesta Rancho Hotel and Casino reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #76 Casino Hotel in Las Vegas ', 'Hotel Class:': '2.5 star — Fiesta Rancho Hotel and Casino 2.5*', 'Number of rooms:': '100'}",Fiesta Rancho Hotel and Casino,2.5,g45963-d121329
3,"[228, 267]",27.0,,"[-115.19868, 36.201473]",{},Hotel_Review,"{'Things to do': 'Pool ', 'About the property': 'Wheelchair access Pets Allowed ( Dog / Pet Friendly ) ', 'Services': 'Free Parking ', 'In your room': 'Air Conditioning Refrigerator in room ', 'Internet': 'Free Internet Public Wifi Free High Speed Internet ( WiFi ) ', 'Room types': 'Kitchenette Non-Smoking Rooms '}","{'Also Known As:': 'Budget Suites Of America North Rancho Drive Hotel Las Vegas ', 'Number of rooms:': '704', 'Address:': '2219 N Rancho Dr, Las Vegas, NV 89130-3317', 'Location:': 'United States | Nevada | Las Vegas', 'Price Range:': '$49 - $69 (Based on Average Rates for a Standard Room)'}",Budget Suites of America North Rancho Drive,1.5,g45963-d91750
4,"[1, 33]",271.0,,"[-115.1785, 36.040703]",{},Hotel_Review,"{'Services': 'Self-Serve Laundry Free Parking Meeting Rooms ', 'About the property': 'Wheelchair access Pets Allowed ( Dog / Pet Friendly ) ', 'Things to do': 'Pool Fitness Center with Gym / Workout Room Restaurant Hot Tub ', 'Internet': 'Free High Speed Internet ( WiFi ) '}","{'Also Known As:': 'Oasis Las Vegas Rv Hotel Las Vegas ', 'Number of rooms:': '400', 'Address:': '2711 W Windmill Ln, Las Vegas, NV 89123-1037', 'Location:': 'United States | Nevada | Las Vegas | Enterprise', 'Price Range:': '$31 - $48 (Based on Average Rates for a Standard Room)'}",Oasis Las Vegas RV Resort,4.5,g45963-d226809
5,"[87, 267]",286.0,,"[-115.182785, 36.083115]",{},Hotel_Review,"{'Things to do': 'Pool Fitness Center with Gym / Workout Room Hot Tub Tennis Court ', 'About the property': 'Non-Smoking Hotel Wheelchair access Pets Allowed ( Dog / Pet Friendly ) ', 'Services': 'Business Center with Internet Access Shuttle Bus Service Airport Transportation Free Breakfast Self-Serve Laundry Free Parking Dry Cleaning Meeting Rooms Laundry Service ', 'In your room': 'Microwave Air Conditioning Refrigerator in room ', 'Internet': 'Free High Speed Internet ( WiFi ) Free Internet Paid Wifi ', 'Room types': 'Non-Smoking Rooms Kitchenette Suites Family Rooms Accessible rooms '}","{'Address:': '5875 Dean Martin Dr, Las Vegas, NV 89118-3189', 'Location:': 'United States | Nevada | Las Vegas', 'Also Known As:': 'Residence Inn Las Vegas South Hotel Las Vegas Las Vegas Residence Inn', 'Price Range:': '$151 - $275 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Hotels.com, Expedia, Booking.com, Hotwire, Marriott, Odigeo, Travelocity and Priceline so you can book your Residence Inn Las Vegas South reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #41 Business Hotel in Las Vegas #84 Romantic Hotel in Las Vegas ', 'Hotel Class:': '3 star — Residence Inn Las Vegas South 3*', 'Number of rooms:': '160'}",Residence Inn Las Vegas South,4.0,g45963-d287616
6,"[227, 267]",67.0,,"[-115.17141, 36.14259]",{},Hotel_Review,"{'Room types': 'Non-Smoking Rooms Suites Kitchenette ', 'Services': 'Room Service Free Parking Free Breakfast Multilingual Staff ', 'About the property': 'Wheelchair access Pets Allowed ( Dog / Pet Friendly ) Non-Smoking Hotel ', 'Things to do': 'Pool ', 'Internet': 'Free Internet Free High Speed Internet ( WiFi ) '}","{'Address:': '2601 Westwood Dr, Las Vegas, NV 89109-1117 (Formerly Sahara Westwood Hotel)', 'Location:': 'United States | Nevada | Las Vegas', 'Also Known As:': 'Sahara Westwood Las Vegas Hotel Sahara Westwood ', 'Price Range:': '$53 - $99 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Expedia, Travelocity and Hotwire so you can book your Claremont Hotel Las Vegas reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Class:': '2 star — Claremont Hotel Las Vegas 2*', 'Number of rooms:': '91'}",Claremont Hotel Las Vegas,1.5,g45963-d258899
7,"[4, 267]",9453.0,,"[-115.164505, 36.12825]",{},Hotel_Review,"{'Room types': 'Suites Non-Smoking Rooms ', 'Services': 'Business Center with Internet Access Room Service Free Parking Meeting Rooms Dry Cleaning Laundry Service Concierge Banquet Room Multilingual Staff Airport Transportation Conference Facilities ', 'About the property': 'Wheelchair access ', 'Things to do': 'Pool Restaurant Fitness Center with Gym / Workout Room Bar/Lounge Spa Casino and Gambling Hot Tub Golf course ', 'Internet': 'Paid Wifi Paid Internet Free Internet Free High Speed Internet ( WiFi ) '}","{'Address:': '3121 Las Vegas Blvd. South, Las Vegas, NV 89109-1967', 'Location:': 'United States | Nevada | Las Vegas | The Strip', 'Also Known As:': 'Encore At Wynn Las Vegas Hotel Las Vegas Las Vegas Encore At Wynn', 'Price Range:': '$235 - $1,074 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Booking.com, Hotels.com, Hotwire, Prestigia, Expedia, getaroom.com, Odigeo, Vegas.com, Cancelon and Jetsetter so you can book your Encore At Wynn Las Vegas reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #2 Casino Hotel in Las Vegas #4 Luxury Hotel in Las Vegas #4 Spa Hotel in Las Vegas #9 Business Hotel in Las Vegas #9 Family Hotel in Las Vegas #10 Romantic Hotel in Las Vegas ', 'Hotel Class:': '5 star — Encore At Wynn Las Vegas 5*', 'Number of rooms:': '2034'}",Encore At Wynn Las Vegas,4.5,g45963-d1123368
8,"[38, 267]",14728.0,,"[-115.1746, 36.102386]",{},Hotel_Review,"{'Things to do': 'Restaurant Fitness Center with Gym / Workout Room Pool Bar/Lounge Spa Casino and Gambling ', 'About the property': 'Wheelchair access ', 'Services': 'Room Service Business Center with Internet Access Dry Cleaning Meeting Rooms Laundry Service Concierge Banquet Room Multilingual Staff Conference Facilities ', 'In your room': 'Air Conditioning ', 'Internet': 'Free Internet Free High Speed Internet ( WiFi ) Paid Wifi ', 'Room types': 'Suites Non-Smoking Rooms '}","{'Address:': '3790 Las Vegas Boulevard South, Las Vegas, NV 89109-4338', 'Location:': 'United States | Nevada | Las Vegas', 'Also Known As:': 'New York - New York Hotel Las Vegas New York Resort New York Las Vegas New York New York Las Vegas Ny Casino New York Hotel Las Vegas', 'Price Range:': '$92 - $395 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with MGM Domestic, Booking.com, Expedia, Odigeo, Hotwire, Travelocity, Vegas.com, Hotels.com, getaroom.com, Orbitz and Jetsetter so you can book your New York - New York Hotel and Casino reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #12 Green Hotel in Las Vegas #15 Casino Hotel in Las Vegas #21 Spa Hotel in Las Vegas #21 Luxury Hotel in Las Vegas #31 Family Hotel in Las Vegas #35 Romantic Hotel in Las Vegas #42 Business Hotel in Las Vegas ', 'Hotel Class:': '4 star — New York - New York Hotel and Casino 4*', 'Number of rooms:': '2024'}",New York - New York Hotel and Casino,4.0,g45963-d91904
9,"[127, 267]",6381.0,,"[-115.15287, 36.13711]",{},Hotel_Review,"{'Things to do': 'Pool Fitness Center with Gym / Workout Room Restaurant Casino and Gambling Tennis Court Bar/Lounge Spa Hot Tub ', 'About the property': 'Wheelchair access ', 'Services': 'Room Service Business Center with Internet Access Free Parking Meeting Rooms Dry Cleaning Laundry Service Concierge Banquet Room Multilingual Staff Conference Facilities ', 'In your room': 'Air Conditioning ', 'Internet': 'Paid Wifi Paid Internet Free Internet Free High Speed Internet ( WiFi ) ', 'Room types': 'Suites Non-Smoking Rooms Family Rooms '}","{'Address:': '3000 Paradise Rd, Las Vegas, NV 89109-1287 (Formerly LVH - Las Vegas Hotel & Casino)', 'Location:': 'United States | Nevada | Las Vegas', 'Also Known As:': 'Lvh - Las Vegas Hotel And Casino Lvh - Las Vegas Hotel Las Vegas Hilton Hotel Las Vegas Hilton Las Vegas', 'Price Range:': '$65 - $343 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Agoda, Expedia, Hotwire, Booking.com, Vegas.com, getaroom.com and Hotels.com so you can book your Westgate Las Vegas Resort & Casino reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #42 Luxury Hotel in Las Vegas #48 Spa Hotel in Las Vegas #63 Casino Hotel in Las Vegas ', 'Hotel Class:': '4 star — Westgate Las Vegas Resort & Casino 4*', 'Number of rooms:': '3479'}",Westgate Las Vegas Resort & Casino,3.0,g45963-d91878
10,"[168, 267]",55.0,,"[-115.13702, 36.16881]",{},Hotel_Review,"{'Things to do': 'Pool ', 'About the property': 'Wheelchair access Pets Allowed ( Dog / Pet Friendly ) ', 'Services': 'Free Parking Laundry Service Concierge ', 'In your room': 'Air Conditioning Refrigerator in room ', 'Internet': 'Free Internet Public Wifi Free High Speed Internet ( WiFi ) ', 'Room types': 'Kitchenette Non-Smoking Rooms Family Rooms Smoking rooms available '}","{'Address:': '129 N 8th St, Las Vegas, NV 89101-4207', 'Location:': 'United States | Nevada | Las Vegas | Downtown', 'Also Known As:': 'Downtowner Motel Las Vegas Downtowner Hotel Las Vegas ', 'Price Range:': '$29 - $137 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Booking.com, Orbitz, Hotwire, Expedia, Odigeo, Vegas.com, Priceline, Hotels.com and Travelocity so you can book your Downtowner Motel reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Class:': '2 star — Downtowner Motel 2*', 'Number of rooms:': '201'}",Downtowner Motel,3.0,g45963-d121309
11,"[44, 267]",3056.0,,"[-115.16023, 36.113102]",{},Hotel_Review,"{'Things to do': 'Fitness Center with Gym / Workout Room Pool Restaurant Bar/Lounge Casino and Gambling Spa Hot Tub ', 'About the property': 'Wheelchair access ', 'Services': 'Room Service Free Parking Business Center with Internet Access Dry Cleaning Meeting Rooms Laundry Service Concierge Banquet Room Multilingual Staff Conference Facilities Self-Serve Laundry ', 'In your room': 'Air Conditioning ', 'Food & drink at the hotel ': 'Tuscany Gardens 276 reviewsCuisines: Italian ', 'Internet': 'Free Internet Free High Speed Internet ( WiFi ) Paid Wifi ', 'Room types': 'Non-Smoking Rooms Suites Kitchenette Family Rooms '}","{'Address:': '255 East Flamingo Road, Las Vegas, NV 89169-4708', 'Location:': 'United States | Nevada | Las Vegas | The Strip', 'Also Known As:': 'Tuscany Suites And Casino Tuscany Hotel Las Vegas Tuscany Suites Las Vegas Tuscany Las Vegas', 'Price Range:': '$70 - $270 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Orbitz, Expedia, Hotwire, Booking.com, Vegas.com, Odigeo, Travelocity, Priceline, getaroom.com and Hotels.com so you can book your Tuscany Suites & Casino reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #18 Casino Hotel in Las Vegas #24 Spa Hotel in Las Vegas #30 Romantic Hotel in Las Vegas #39 Family Hotel in Las Vegas #59 Business Hotel in Las Vegas ', 'Hotel Class:': '3 star — Tuscany Suites & Casino 3*', 'Number of rooms:': '716'}",Tuscany Suites & Casino,4.0,g45963-d224853
12,"[106, 267]",326.0,,"[-115.15413, 36.11974]",{},Hotel_Review,"{'Room types': 'Non-Smoking Rooms Family Rooms ', 'Services': 'Free Parking Business Center with Internet Access Free Breakfast Shuttle Bus Service Airport Transportation Dry Cleaning Meeting Rooms Laundry Service ', 'About the property': 'Wheelchair access Non-Smoking Hotel ', 'Things to do': 'Pool Fitness Center with Gym / Workout Room ', 'Internet': 'Free Internet Free High Speed Internet ( WiFi ) '}","{'Address:': '3850 Paradise Rd, Las Vegas, NV 89169-0903', 'Location:': 'United States | Nevada | Las Vegas', 'Also Known As:': 'Fairfield Inn Las Vegas Airport Hotel Las Vegas Fairfield Las Vegas Las Vegas Fairfield Inn', 'Price Range:': '$98 - $275 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Expedia, Booking.com, Hotels.com, Hotwire, Priceline, Odigeo, Orbitz and Travelocity so you can book your Fairfield Inn Las Vegas Airport reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #57 Business Hotel in Las Vegas #82 Romantic Hotel in Las Vegas ', 'Hotel Class:': '2.5 star — Fairfield Inn Las Vegas Airport 2.5*', 'Number of rooms:': '129'}",Fairfield Inn Las Vegas Airport,4.0,g45963-d91814
13,"[7, 33]",47.0,,"[-115.183945, 36.122284]",{},Hotel_Review,"{'Room types': 'Kitchenette Family Rooms ', 'Services': 'Shuttle Bus Service Free Parking Business Center with Internet Access ', 'In your room': 'Air Conditioning ', 'Things to do': 'Pool Fitness Center with Gym / Workout Room ', 'Internet': 'Free High Speed Internet ( WiFi ) Paid Wifi '}","{'Hotel Class:': '3.5 star — Wyndham Desert Blue 3.5*', 'Address:': '3200 W Twain Ave, Las Vegas, NV 89103-1904', 'Location:': 'United States | Nevada | Las Vegas', 'Price Range:': '$107 - $236 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Expedia, Booking.com, Orbitz, Travelocity, Hotels.com, Odigeo and Priceline so you can book your Wyndham Desert Blue reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers. '}",Wyndham Desert Blue,4.0,g45963-d7381166
14,"[59, 267]",389.0,,"[-115.28068, 36.142593]",{},Hotel_Review,"{'Room types': 'Non-Smoking Rooms Suites Kitchenette Family Rooms ', 'Services': 'Free Parking Free Breakfast Self-Serve Laundry Dry Cleaning Business Center with Internet Access Laundry Service Multilingual Staff ', 'About the property': 'Wheelchair access Non-Smoking Hotel Pets Allowed ( Dog / Pet Friendly ) ', 'Things to do': 'Pool Fitness Center with Gym / Workout Room Hot Tub ', 'Internet': 'Free Internet Free High Speed Internet ( WiFi ) '}","{'Address:': '8669 W Sahara Ave, Las Vegas, NV 89117-5860 (Formerly Holiday Inn Express The Lakes (Las Vegas))', 'Location:': 'United States | Nevada | Las Vegas', 'Also Known As:': 'Best Western Plus Las Vegas West Hotel Las Vegas Holiday Inn Las Vegas Las Vegas Holiday Inn', 'Price Range:': '$118 - $166 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Expedia, Hotwire, Booking.com, Odigeo, Hotels.com, Priceline, getaroom.com, Orbitz and Travelocity so you can book your BEST WESTERN PLUS Las Vegas West reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #19 Best Value Hotel in Las Vegas #20 Business Hotel in Las Vegas #26 Family Hotel in Las Vegas #39 Romantic Hotel in Las Vegas ', 'Hotel Class:': '2.5 star — BEST WESTERN PLUS Las Vegas West 2.5*', 'Number of rooms:': '59'}",BEST WESTERN PLUS Las Vegas West,4.5,g45963-d91853
15,"[4, 33]",210.0,,"[-115.05897, 36.10995]",{},Hotel_Review,"{'Services': 'Self-Serve Laundry Shuttle Bus Service Free Parking Banquet Room ', 'About the property': 'Wheelchair access Pets Allowed ( Dog / Pet Friendly ) ', 'Things to do': 'Pool Casino and Gambling Hot Tub Restaurant Bar/Lounge ', 'Internet': 'Paid Wifi Paid Internet Public Wifi Free High Speed Internet ( WiFi ) '}","{'Also Known As:': 'Sam`s Town Rv Park Hotel Las Vegas Sams Town Rv Park Las Vegas Rv Park ', 'Number of rooms:': '646', 'Address:': ""5225 Boulder Hwy, Las Vegas, NV 89122-6038 (Formerly Sam's Town RV Park)"", 'Location:': 'United States | Nevada | Las Vegas', 'Price Range:': '$70 (Based on Average Rates for a Standard Room)'}",Las Vegas KOA at Sam's Town,4.0,g45963-d121318
16,"[137, 267]",1964.0,,"[-115.174995, 36.142887]",{},Hotel_Review,"{'Things to do': 'Pool Restaurant Casino and Gambling Bar/Lounge Fitness Center with Gym / Workout Room ', 'About the property': 'Wheelchair access ', 'Services': 'Free Parking Shuttle Bus Service Airport Transportation Dry Cleaning Meeting Rooms Multilingual Staff Conference Facilities Business Center with Internet Access Laundry Service Concierge Banquet Room ', 'In your room': 'Air Conditioning ', 'Internet': 'Free Internet Free High Speed Internet ( WiFi ) Public Wifi Paid Wifi ', 'Room types': 'Suites Non-Smoking Rooms Smoking rooms available Accessible rooms '}","{'Address:': '2411 W Sahara Ave, Las Vegas, NV 89102-4343', 'Location:': 'United States | Nevada | Las Vegas', 'Also Known As:': 'Palace Station Hotel Las Vegas Palace Station Las Vegas', 'Price Range:': '$45 - $191 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Expedia, Booking.com, Orbitz, Odigeo, Hotwire, Vegas.com, Travelocity, Hotels.com and Priceline so you can book your Palace Station Hotel and Casino reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #65 Casino Hotel in Las Vegas ', 'Hotel Class:': '3 star — Palace Station Hotel and Casino 3*', 'Number of rooms:': '1011'}",Palace Station Hotel and Casino,3.0,g45963-d91909
17,"[126, 267]",1217.0,,"[-115.15373, 36.125443]",{},Hotel_Review,"{'Things to do': 'Pool Restaurant Bar/Lounge Casino and Gambling ', 'About the property': 'Wheelchair access ', 'Services': 'Shuttle Bus Service Free Parking Meeting Rooms Business Center with Internet Access Banquet Room Multilingual Staff Self-Serve Laundry ', 'In your room': 'Air Conditioning Refrigerator in room ', 'Internet': 'Free Internet Free High Speed Internet ( WiFi ) Public Wifi ', 'Room types': 'Non-Smoking Rooms Family Rooms Smoking rooms available '}","{'Address:': '3500 Paradise Rd, Las Vegas, NV 89169-3611 (Formerly BEST WESTERN Mardi Gras Hotel & Casino)', 'Location:': 'United States | Nevada | Las Vegas', 'Also Known As:': 'Best Western Mardi Gras Hotel And Casino Best Western Mardi Gras Hotel Las Vegas Best Western Las Vegas Las Vegas Best Western', 'Price Range:': '$41 - $163 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Booking.com, Expedia, Hotels.com, Orbitz, Vegas.com, Hotwire, getaroom.com, Odigeo, Priceline and Travelocity so you can book your Mardi Gras Hotel & Casino reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #10 Best Value Hotel in Las Vegas #62 Casino Hotel in Las Vegas ', 'Hotel Class:': '3 star — Mardi Gras Hotel & Casino 3*', 'Number of rooms:': '314'}",Mardi Gras Hotel & Casino,3.5,g45963-d76091
18,"[204, 267]",259.0,,"[-115.16219, 36.13779]",{},Hotel_Review,"{'Services': 'Free Parking Children Activities (Kid / Family Friendly) Meeting Rooms ', 'About the property': 'Wheelchair access ', 'In your room': 'Air Conditioning ', 'Things to do': 'Pool Restaurant Casino and Gambling ', 'Internet': 'Paid Wifi '}","{'Also Known As:': 'Circus Circus Manor Motor Hotel Las Vegas Circus Manor Hotel Circus Manor Las Vegas ', 'Number of rooms:': '3700', 'Address:': '2800 Las Vegas Blvd S, Las Vegas, NV 89109-1102', 'Location:': 'United States | Nevada | Las Vegas | The Strip', 'Price Range:': '$32 - $182 (Based on Average Rates for a Standard Room)'}",Circus Circus Manor Motor Lodge,2.5,g45963-d310164
19,"[45, 267]",5323.0,,"[-115.20164, 36.102577]",{},Hotel_Review,"{'Things to do': 'Pool Restaurant Bar/Lounge Fitness Center with Gym / Workout Room Spa Casino and Gambling Hot Tub Tennis Court ', 'About the property': 'Wheelchair access ', 'Services': 'Room Service Business Center with Internet Access Free Parking Shuttle Bus Service Meeting Rooms Laundry Service Concierge Banquet Room Conference Facilities Children Activities (Kid / Family Friendly) Dry Cleaning Multilingual Staff ', 'In your room': 'Air Conditioning ', 'Internet': 'Paid Wifi Free Internet Free High Speed Internet ( WiFi ) Paid Internet ', 'Room types': 'Suites Non-Smoking Rooms Family Rooms '}","{'Address:': '4500 W Tropicana Ave, Las Vegas, NV 89103-5450', 'Location:': 'United States | Nevada | Las Vegas | Paradise', 'Also Known As:': 'The Orleans Hotel Las Vegas The Orleans Hotel And Casino Orleans Las Vegas Orleans Hotel Las Vegas Orleans Hotel Casino New Orleans Hotel Las Vegas Las Vegas Orleans Hotel', 'Price Range:': '$61 - $260 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Booking.com, Expedia, Hotwire, Orbitz, Priceline, Agoda, Travelocity, Hotels.com, Odigeo, getaroom.com and Vegas.com so you can book your The Orleans Hotel & Casino reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #19 Casino Hotel in Las Vegas #25 Spa Hotel in Las Vegas #26 Best Value Hotel in Las Vegas #37 Romantic Hotel in Las Vegas #46 Family Hotel in Las Vegas #70 Business Hotel in Las Vegas ', 'Hotel Class:': '3 star — The Orleans Hotel & Casino 3*', 'Number of rooms:': '1885'}",The Orleans Hotel & Casino,4.0,g45963-d91907
20,"[10, 267]",1419.0,,"[-115.12326, 36.070324]",{},Hotel_Review,"{'Room types': 'Suites Non-Smoking Rooms Family Rooms ', 'Services': 'Free Parking Business Center with Internet Access Shuttle Bus Service Free Breakfast Airport Transportation Meeting Rooms Multilingual Staff Self-Serve Laundry Conference Facilities Dry Cleaning Laundry Service Banquet Room ', 'About the property': 'Pets Allowed ( Dog / Pet Friendly ) Wheelchair access Non-Smoking Hotel ', 'Things to do': 'Pool Fitness Center with Gym / Workout Room Hot Tub ', 'Internet': 'Free Internet Free High Speed Internet ( WiFi ) '}","{'Address:': '6560 Surrey St, Las Vegas, NV 89119-3907', 'Location:': 'United States | Nevada | Las Vegas', 'Also Known As:': 'La Quinta Inn And Suites Las Vegas Airport South La Quinta Inn & Suites Las Vegas Airport South Hotel Las Vegas', 'Price Range:': '$106 - $162 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Expedia, Booking.com, LaQuinta, Hotwire, Priceline, Orbitz, Travelocity, Hotels.com and Odigeo so you can book your La Quinta Inn & Suites Las Vegas Airport South reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #7 Best Value Hotel in Las Vegas #7 Business Hotel in Las Vegas #16 Family Hotel in Las Vegas #20 Romantic Hotel in Las Vegas ', 'Hotel Class:': '2.5 star — La Quinta Inn & Suites Las Vegas Airport South 2.5*', 'Number of rooms:': '140'}",La Quinta Inn & Suites Las Vegas Airport South,4.5,g45963-d1761659
21,"[53, 267]",1077.0,,"[-115.150696, 36.110916]",{},Hotel_Review,"{'Room types': 'Suites Non-Smoking Rooms Family Rooms ', 'Services': 'Room Service Free Parking Business Center with Internet Access Free Breakfast Shuttle Bus Service Airport Transportation Dry Cleaning Meeting Rooms Banquet Room Conference Facilities Laundry Service Concierge Multilingual Staff Self-Serve Laundry ', 'About the property': 'Wheelchair access Non-Smoking Hotel ', 'Things to do': 'Pool Restaurant Fitness Center with Gym / Workout Room Bar/Lounge Hot Tub ', 'Internet': 'Paid Wifi Free Internet Free High Speed Internet ( WiFi ) Paid Internet '}","{'Address:': '4315 Swenson St, Las Vegas, NV 89119-6736', 'Location:': 'United States | Nevada | Las Vegas', 'Also Known As:': 'Embassy Suites Las Vegas Airport Hotel Las Vegas Las Vegas Embassy Suites', 'Price Range:': '$101 - $297 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Booking.com, Hilton Hotels, Hotwire, Expedia, Hotels.com, Orbitz, Odigeo and Priceline so you can book your Embassy Suites by Hilton Las Vegas reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #18 Green Hotel in Las Vegas #32 Business Hotel in Las Vegas #56 Family Hotel in Las Vegas #68 Romantic Hotel in Las Vegas ', 'Hotel Class:': '3.5 star — Embassy Suites by Hilton Las Vegas 3.5*', 'Number of rooms:': '220'}",Embassy Suites by Hilton Las Vegas,4.0,g45963-d97971
